唯一鍵	候選來源	處置	映像	SHA256	來源提交	建置內容雜湊
bpi-pro/bananapipro/current/jammy/minimal	p2-c867	採用	/media/pi/SMCI/bpi/parallel2-release-c8673931c96c/.staging-bpi-pro-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapipro_jammy_current_6.18.49_minimal.img.xz	f1d6297fab99461241ba641b1d46c6bf42f91e5cb93d209c32abdd21c20a3373	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-pro/bananapipro/current/jammy/xfce	p2-c867	採用	/media/pi/SMCI/bpi/parallel2-release-c8673931c96c/.staging-bpi-pro-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapipro_jammy_current_6.18.49_xfce_desktop.img.xz	80db1ae66b885eee3275bce88b9597be84af0d67b72e3beee2742c55bfa64561	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-pro/bananapipro/current/noble/minimal	p2-c867	採用	/media/pi/SMCI/bpi/parallel2-release-c8673931c96c/.staging-bpi-pro-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapipro_noble_current_6.18.49_minimal.img.xz	9a0dcbc5036b2ca9d87c308ef945ac3062afb5cbd9da86a065258a298bc86e30	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-pro/bananapipro/current/trixie/minimal	p2-c867	採用	/media/pi/SMCI/bpi/parallel2-release-c8673931c96c/.staging-bpi-pro-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapipro_trixie_current_6.18.49_minimal.img.xz	6f0373d65308f6b92152400f3fcd9d51529749f6a526d7f982e012a24128623e	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-pro/bananapipro/current/trixie/xfce	p2-c867	採用	/media/pi/SMCI/bpi/parallel2-release-c8673931c96c/.staging-bpi-pro-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapipro_trixie_current_6.18.49_xfce_desktop.img.xz	1cfa699df82af19094cb3042794843a886477bb2b8a592b34b59631d67f8dae2	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-sm10/bananapism10/current/jammy/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/.staging-bpi-sm10-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapism10_jammy_current_6.18.3_minimal.img.xz	f4bc5f902997f2e8229d101267f8fd15b32a140b757727d0865d529f01972525	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-sm10/bananapism10/current/jammy/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/.staging-bpi-sm10-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapism10_jammy_current_6.18.3_xfce_desktop.img.xz	2000d2bc56fd540c155a79cd18372f46dc88b25197b89b92846f99ab635adc7b	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-sm10/bananapism10/current/trixie/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/.staging-bpi-sm10-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapism10_trixie_current_6.18.3_minimal.img.xz	384cf80912c9da4db12f0561d91685286ce2af9191ba839f8d4d6e004447a599	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-sm10/bananapism10/current/trixie/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/.staging-bpi-sm10-c8673931c96c/Armbian-unofficial_26.11.0-trunk_Bananapism10_trixie_current_6.18.3_xfce_desktop.img.xz	87055357519ca40179805c80de30968ca06564e018322f2e84a26d8e2dfb6714	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/bookworm/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_bookworm_legacy_4.9.119_minimal.img.xz	62f28cf07dba460ff08392a1ed1a3a8806f68d70d68806c6a033410c92c2f4b0	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/bookworm/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_bookworm_legacy_4.9.119_xfce_desktop.img.xz	dfc504ce1578c8a7772366ec9c2fc3f2d3a92f2f1c9929f4cf04f333fdbd178c	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/jammy/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_jammy_legacy_4.9.119_minimal.img.xz	65cf26965bda68a92672c2adce281fe9856587eed5cb5a22e35f4b6132e3ab65	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/jammy/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_jammy_legacy_4.9.119_xfce_desktop.img.xz	ec8b858dc92520bab2569acccfc071aa3afd17d21a965d8ef84d05940ccc0b62	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/noble/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_noble_legacy_4.9.119_minimal.img.xz	a43bd868ea2f5bbe96b8be152b10f5586220c9e99cad0abeb718d2e10ea4aa05	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/noble/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_noble_legacy_4.9.119_xfce_desktop.img.xz	139f0727654f08ca0341f3e1ab345ad5cf51adef948b2e78fde615f88ed18c7e	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/resolute/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_resolute_legacy_4.9.119_minimal.img.xz	09517d9d67e72154d50acc03e94fbceb43c8883f88a564663896396d57ab784b	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/resolute/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_resolute_legacy_4.9.119_xfce_desktop.img.xz	a59b7579279c3f429e153c043db9e43a4721e9ad6e111e7033ea9a06d016f44c	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/trixie/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_trixie_legacy_4.9.119_minimal.img.xz	8a61edeeb64748117ee364436c030b8383b97101981286a16b67d50c19e74052	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w2/bananapiw2/legacy/trixie/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w2/Armbian-unofficial_26.11.0-trunk_Bananapiw2_trixie_legacy_4.9.119_xfce_desktop.img.xz	ba4fde019ae2c3873aa681e5ffaa0eeae162b65da8547869fbe7bce593d5ce31	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/bookworm/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_bookworm_vendor_6.1.115_minimal.img.xz	bb2820c6ee8a607c58cc740fe5d07c08d062a1d449c53b45e1c6bf10e0aa23b4	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/bookworm/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_bookworm_vendor_6.1.115_xfce_desktop.img.xz	25de91005f8079b0882e861f9bf2d43ddec9896cc0c5c61fb1902acbce734e80	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/jammy/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_jammy_vendor_6.1.115_minimal.img.xz	a392102b12e397d6d67bb023d031963e41f6f25c03f4262cc82be03f755259b9	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/jammy/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_jammy_vendor_6.1.115_xfce_desktop.img.xz	0ef692722888c2b64ad0cdcc8886d2854f174029650b1d356b644f7a58e5b106	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/noble/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_noble_vendor_6.1.115_minimal.img.xz	9aa3ca845f7d251a1a5a9b45a43628eb08b8705369ca15763027258d0bdf913f	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/noble/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_noble_vendor_6.1.115_xfce_desktop.img.xz	e51d421ed61c22768b4961d5906c7406aa1ce56ff5cee35fd2977b3f9376e404	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/resolute/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_resolute_vendor_6.1.115_minimal.img.xz	b5fe8fc6a3635d8559bc481eb0212a7978a8abca7386c01e3d0c17e5e8d578ca	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/resolute/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_resolute_vendor_6.1.115_xfce_desktop.img.xz	9dce3c1c9071432cd1249ac3126430bfbcc432dbe1fb6368b7e953470e3bf78e	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/trixie/minimal	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_trixie_vendor_6.1.115_minimal.img.xz	015de71fdf193606c5d9cf4cb0d93465db23b4456dafe547ab3e73ffc9921625	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
bpi-w3/bananapiw3/vendor/trixie/xfce	p1-c867	採用	/media/pi/SMCI/bpi/parallel-release-c8673931c96c/bpi-w3/Armbian-unofficial_26.11.0-trunk_Bananapiw3_trixie_vendor_6.1.115_xfce_desktop.img.xz	b7ccdf3a3f2c00cb362b57b27166b00a98320c420e4af10afc78284c36fa7a47	c8673931c96c23c510dd29a28440e77f0b03286f	6a9a29372b9ef64baaf790b24ccad2f3b4ba6940a6ddfa932ddd8bb08171a633
